coordinates	refseqid	gene	circn	run_hal01_test1a	run_697_r_test1a	run_hal01_r_test1a	run_hal01_r_test1c	run_hal01_test1c	run_hal01_test1d	run_hal01_test1b	run_697_r_test1c	run_hal01_r_test1b	run_697_test1c	run_697_r_test1b	run_697_test1e	run_697_r_test1d	run_hal01_r_test1d	run_697_test1a	run_697_test1d	
chr1:35854510-35859340	NM_005095	ZMYM4	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:60384921-60413582	NM_001258366	DIAPH3	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:61013821-61060082	NM_001146071	TDRD3	hsa_circ_0030377	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:61013821-61109367	NM_001146071	TDRD3	hsa_circ_0030378	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr1:36505390-36506042	NM_024852	AGO3	hsa_circ_0011653	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:74420008-74420095	NM_007249	KLF12	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:77763085-77792092	NM_015057	MYCBP2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:77779390-77792092	NM_015057	MYCBP2	hsa_circ_0030508	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:79209244-79219132	NM_024546	RNF219	hsa_circ_0000498	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr13:95686858-95696692	NM_005845	ABCC4	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr13:96636057-96651561	NM_020121	UGGT2	hsa_circ_0030632	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr1:39833819-39847824	NM_012090	MACF1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:102442048-102453969	NM_001376	DYNC1H1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:103803013-103806140	NM_001969	EIF5	hsa_circ_0033469	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:21894286-21897494	NM_001170629	CHD8	hsa_circ_0002653	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:23545452-23545707	NM_001164814	ACIN1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:24424243-24458284	NR_023922	unkn	unknown	4	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
chr1:42693553-42789498	NM_001198851	FOXJ3	hsa_circ_0011959	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:31097414-31122794	NM_016106	SCFD1	hsa_circ_0031419	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr14:31103152-31112611	NM_016106	SCFD1	hsa_circ_0008046	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:31112521-31122794	NM_016106	SCFD1	hsa_circ_0031424	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:31404368-31425448	NM_001083893	STRN3	hsa_circ_0031446	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:31597017-31641328	NM_015382	HECTD1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:32559707-32563592	NM_001030055	ARHGAP5	hsa_circ_0031583	6	0	0	0	6	6	6	0	0	0	0	0	0	0	0	0
chr14:32559707-32586493	NM_001030055	ARHGAP5	hsa_circ_0031584	5	0	0	0	5	5	5	0	0	0	0	0	0	0	0	0
chr14:35269429-35272194	NM_013448	BAZ1A	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:39646615-39647120	NM_002687	PNN	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:44121261-44128758	NM_014663	KDM4A	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:45478115-45496677	NM_015091	TOGARAM1	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr14:50923233-50952912	NM_006575	MAP4K5	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:51239018-51245522	NM_020921	NIN	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:56078736-56086030	NM_001079521	KTN1	hsa_circ_0032029	5	0	0	0	5	5	5	0	0	0	0	0	0	0	0	0
chr14:56122759-56125332	NM_001079521	KTN1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:58897365-58920191	NM_001244189	KIAA0586	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:61262934-61285565	NM_001177963	MNAT1	hsa_circ_0032116	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:63881857-63920603	NM_001282181	PPP2R5E	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:64465631-64489581	NM_015180	SYNE2	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr14:66028054-66096324	NM_004480	FUT8	unknown	4	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
chr14:66082695-66096324	NM_004480	FUT8	unknown	4	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
chr14:67736417-67770316	NM_001256550	MPP5	hsa_circ_0032261	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:47034114-47059952	NR_038403	MKNK1-AS1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:70842392-70847912	NM_001202547	SYNJ2BP-COX16	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:75513078-75516421	NM_001040108	MLH3	hsa_circ_0032649	11	0	0	0	11	11	11	0	0	0	0	0	0	0	0	0
chr1:47728574-47770668	NM_001048166	STIL	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:47767232-47770668	NM_001048166	STIL	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:81953733-81956809	NM_005065	SEL1L	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:90396892-90398971	NM_145231	EFCAB11	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:92537278-92547405	NM_001127696	ATXN3	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:92555073-92562481	NM_001127696	ATXN3	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:95918583-95918693	NM_152592	SYNE3	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr14:97312431-97322923	NM_003384	VRK1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:51869090-51874004	NM_001159969	unkn	hsa_circ_0012440	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:52943379-52947595	NM_001009881	ZCCHC11	hsa_circ_0012545	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:52975267-52992045	NM_001009881	ZCCHC11	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:53480561-53504718	NM_001193599	SCP2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr15:40493181-40494589	NM_001211	BUB1B	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr15:42710002-42710149	NM_022473	ZNF106	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr15:42727581-42731750	NM_022473	ZNF106	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr15:43427709-43452992	NM_024956	TMEM62	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr15:49421673-49431850	NM_001143887	COPS2	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr15:49528047-49600974	NM_001001556	GALK2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr15:50929618-50941082	NM_017672	TRPM7	hsa_circ_0000601	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr15:52561949-52575089	NM_018728	MYO5C	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr15:57524909-57535748	NM_003205	TCF12	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr15:59970109-59974713	NM_004330	BNIP2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr15:61194520-61195883	NM_134261	RORA	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr15:61297099-61308234	NM_134261	RORA	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr15:66015185-66025156	NM_001144823	DENND4A	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr15:66044716-66053776	NM_001144823	DENND4A	hsa_circ_0035957	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr15:66615024-66615923	NM_133375	DIS3L	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr15:66811220-66816086	NM_017975	ZWILCH	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr15:69715497-69730744	NM_001281301	KIF23	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr15:72170380-72186119	NM_006901	MYO9A	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr15:75197090-75197400	NM_020447	FAM219B	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr15:76580186-76580272	NM_000126	ETFA	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr15:90137645-90138842	NM_152259	TICRR	hsa_circ_0036730	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr15:94927250-94945248	NM_001159643	MCTP2	hsa_circ_0037010	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:61619531-61619628	NM_001145511	NFIA	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr16:18846213-18856973	NM_015092	SMG1	hsa_circ_0038258	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr16:2378453-2379855	NM_001089	ABCA3	hsa_circ_0037517	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr16:24754428-24754564	NM_014494	TNRC6A	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:62908829-62911100	NM_001017415	USP1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr16:339439-343718	NM_003502	AXIN1	hsa_circ_0037153	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr16:47684454-47684832	NM_000293	PHKB	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr16:48581917-48596355	NM_153029	N4BP1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr16:48594664-48596355	NM_153029	N4BP1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr16:53175090-53191453	NM_025134	CHD9	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr16:53472927-53504834	NM_005611	RBL2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr16:68200745-68225678	NM_004555	NFATC3	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr16:68591900-68601133	NM_133458	ZFP90	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr16:68893786-68896964	NM_024562	TANGO6	hsa_circ_0003220	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr16:70351398-70390150	NM_001257174	DDX19B	unknown	6	0	0	0	6	6	6	0	0	0	0	0	0	0	0	0
chr16:70592777-70593313	NM_012426	SF3B3	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr16:71789921-71798629	NM_001030007	AP1G1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr16:72984367-72994093	NM_006885	ZFHX3	hsa_circ_0003702	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr1:67423741-67428843	NM_001077700	MIER1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr16:89758922-89759658	NM_001098533	CDK10	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:15907144-15912514	NM_001271420	TTC19	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:15968183-15971435	NM_001190440	NCOR1	hsa_circ_0000744	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:16001680-16005119	NM_001190440	NCOR1	hsa_circ_0042170	4	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
chr17:18135819-18136060	NM_004140	LLGL1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:18775895-18814564	NM_001243936	PRPSAP2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:20149238-20160920	NM_001243439	SPECC1	hsa_circ_0042433	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:28295808-28296385	NM_001145053	EFCAB5	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:29183972-29196664	NM_024857	ATAD5	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:33977548-34050833	NM_001030006	AP2B1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:3491481-3511859	NM_080706	TRPV1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:40766861-40818502	NM_001070	TUBG1	hsa_circ_0000769	11	0	0	0	11	11	11	0	0	0	0	0	0	0	0	0
chr17:44239842-44244930	NM_001193466	KANSL1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:45403591-45422464	NM_001195192	EFCAB13	hsa_circ_0000776	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:45412561-45438887	NM_001195192	EFCAB13	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:48814320-48824063	NM_006107	LUC7L3	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:53478829-53488778	NM_012329	MMD	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:57751007-57760897	NM_004859	CLTC	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:59853761-59886118	NM_032043	BRIP1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:59981820-60002460	NM_020748	INTS2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:60038227-60050249	NM_005121	MED13	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr17:60741908-60742310	NM_006039	MRC2	hsa_circ_0009052	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:62248459-62265796	NM_018469	TEX2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:62496332-62496446	NM_004396	DDX5	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:62530702-62533230	NM_138363	CEP95	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:64023618-64026141	NM_145036	unkn	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:65882243-65890281	NM_004459	BPTF	hsa_circ_0045443	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:73211848-73214401	NM_024844	NUP85	hsa_circ_0045614	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:73835919-73837082	NM_199242	UNC13D	hsa_circ_0045728	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:77620133-77635080	NM_005482	PIGK	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:76411032-76415806	NM_024419	PGS1	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr17:8402587-8413267	NM_001256012	MYH10	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr17:8438704-8439249	NM_001256012	MYH10	hsa_circ_0042045	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr18:13380728-13387761	NM_181482	LDLRAD4	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr18:14791399-14802277	NM_001145029	ANKRD30B	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr18:18571136-18600200	NM_005406	ROCK1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr18:19116002-19148055	NM_052911	ESCO1	hsa_circ_0008520	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr18:21099643-21100277	NM_001276342	RMC1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr18:2585111-2610860	NM_006101	NDC80	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr18:2762102-2772370	NM_015295	SMCHD1	hsa_circ_0046741	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr18:3255743-3277412	NM_006471	MYL12A	unknown	22	0	0	0	22	22	22	0	0	0	0	0	0	0	0	0
chr18:33778652-33800180	NM_017947	MOCOS	hsa_circ_0004654	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr18:39661086-39688328	NM_002647	PIK3C3	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr18:45374845-45377698	NM_005901	SMAD2	hsa_circ_0047606	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr18:45391441-45423180	NM_005901	SMAD2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:85121514-85136991	NM_001166295	SSX2IP	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr1:87181406-87190088	NM_001206651	SH3GLB1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr18:72589152-72632648	NM_001146189	ZNF407	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:89206670-89237562	NM_006256	PKN2	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr1:89480969-89525109	NM_018284	GBP3	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr1:89658985-89662874	NM_052941	GBP4	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:91403041-91447927	NM_016620	ZNF644	unknown	4	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
chr19:19019825-19019920	NM_007263	COPE	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr19:20002282-20011900	NM_021047	ZNF253	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:92786239-92789932	NM_024813	RPAP2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr19:2851465-2915646	NM_001172775	ZNF555	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:93029198-93101893	NM_005665	EVI5	hsa_circ_0013163	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr19:33390762-33409245	NM_032816	CEP89	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr19:37579940-37582023	NM_144689	ZNF420	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr19:44721943-44733969	NM_182490	ZNF227	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr19:47992967-47996750	NR_038452	NAPA-AS1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr19:50347572-50348149	NR_040037	PTOV1-AS1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr19:55087273-55106867	NM_001130917	LILRA2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr19:55175636-55208843	NM_001278430	unkn	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr19:5598803-5600271	NM_014649	SAFB2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr19:5641604-5657358	NM_001201338	SAFB	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr19:57716764-57755417	NM_003417	ZNF264	unknown	4	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
chr19:57722721-57760068	NM_003417	ZNF264	hsa_circ_0000962	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr19:58772803-58772889	NM_014480	ZNF544	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:97839116-97848017	NM_000110	DPYD	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr1:9811530-9833452	NM_001009566	CLSTN1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr20:13251150-13260545	NM_080826	ISM1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr20:31374307-31380576	NM_001207055	DNMT3B	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr20:33077070-33092208	NM_001257137	ITCH	hsa_circ_0005677	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr20:35312815-35317187	NM_022477	NDRG3	hsa_circ_0060205	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr20:35488948-35489100	NM_080627	SOGA1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr20:40083265-40122584	NM_032221	CHD6	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr20:45852969-45858552	NM_001281771	ZMYND8	hsa_circ_0060596	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr20:45947856-45948122	NM_001281771	ZMYND8	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr20:50704930-50769967	NM_199427	ZFP64	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr20:6056046-6056235	NM_017671	FERMT1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr20:60773689-60774313	NM_015666	MTG2	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr20:61594174-61594255	NM_022082	SLC17A9	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr20:8153383-8155076	NM_015192	PLCB1	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr2:105956039-105961846	NM_024093	C2orf49	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr2:106746129-106782539	NM_001253876	UXS1	hsa_circ_0055947	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr2:10930844-10937883	NM_005742	PDIA6	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr2:112817553-112873780	NM_032824	TMEM87B	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr21:17135209-17191165	NM_013396	USP25	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr21:17150222-17214859	NM_013396	USP25	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr2:122159084-122168545	NM_001142273	CLASP1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr21:30698379-30702014	NM_001186	BACH1	hsa_circ_0061395	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr21:33057361-33064762	NM_001145444	SCAF4	hsa_circ_0061419	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr2:135890464-135893502	NM_001172435	RAB3GAP1	hsa_circ_0056552	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr2:136389287-136396692	NM_015361	R3HDM1	hsa_circ_0001069	4	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
chr2:136505836-136530117	NM_014607	UBXN4	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr21:40650668-40652174	NM_018963	BRWD1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr21:44282391-44296877	NM_033661	WDR4	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr21:45739966-45743801	NR_024108	unkn	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr21:47746290-47787054	NM_006031	PCNT	hsa_circ_0062086	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr21:47746290-47811291	NM_006031	PCNT	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr21:47783394-47801755	NM_006031	PCNT	hsa_circ_0062098	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr21:47805746-47811291	NM_006031	PCNT	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr2:1486854-1489963	NM_000547	TPO	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr2:152293340-152303089	NM_001177663	RIF1	hsa_circ_0056718	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr2:15319111-15359092	NM_015909	NBAS	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr2:159488264-159497271	NM_001005476	PKP4	hsa_circ_0056784	4	0	0	0	4	4	4	0	0	0	0	0	0	0	0	0
chr2:1683964-1696906	NM_012293	PXDN	hsa_circ_0052453	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr2:175436676-175436733	NM_003387	WIPF1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr2:17942662-17947956	NM_182625	GEN1	hsa_circ_0052812	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr2:190656515-190683555	NM_000534	PMS1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr2:190681767-190717503	NM_000534	PMS1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr2:190717380-190719854	NM_000534	PMS1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr2:192265474-192265561	NM_001130158	MYO1B	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr2:196544755-196545774	NM_001127257	SLC39A10	hsa_circ_0057550	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr2:201612670-201642838	NR_001557	unkn	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr2:206997668-207003338	NM_001199984	NDUFS1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr2:207008741-207017234	NM_001199984	NDUFS1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr2:207013743-207018406	NM_001199984	NDUFS1	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr2:210968827-211019335	NM_152519	KANSL1L	hsa_circ_0002617	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr22:20905722-20909435	NM_001003891	MED15	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr22:23918146-23983481	NM_020070	IGLL1	unknown	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr22:24698162-24765288	NM_001145468	SPECC1L	hsa_circ_0062603	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
chr22:28254374-28269803	NM_012399	PITPNB	hsa_circ_0062685	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr22:28911614-28946139	NM_001145418	TTC28	unknown	2	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0
chr22:29766501-29819177	NM_001127	AP1B1	hsa_circ_0001217	3	0	0	0	3	3	3	0	0	0	0	0	0	0	0	0
